bert_miniLM0,bert_miniLM1,bert_miniLM2,bert_miniLM3,bert_miniLM4,bert_miniLM5,bert_miniLM6
0.12079405039548874,0.09471601992845535,0.13575313985347748,0.17885605990886688,0.28366899490356445,0.0984908863902092,0.1285778135061264
0.14159967005252838,0.1970858871936798,0.17007669806480408,0.29237717390060425,0.31285661458969116,0.22285741567611694,0.17824111878871918
0.6606449484825134,0.5755257606506348,0.4753139317035675,0.5352988839149475,0.564200758934021,0.5959042310714722,0.4685571789741516
0.5425247550010681,0.5987511873245239,0.8047277331352234,0.6042484045028687,0.6261960864067078,0.5995087623596191,0.7946097254753113
0.7978323101997375,0.8313204050064087,0.8470973968505859,0.7269314527511597,0.8144002556800842,0.8238770961761475,0.835823118686676
0.6409585475921631,0.6808409690856934,0.7558261752128601,0.6374932527542114,0.7071387767791748,0.6668301224708557,0.74537193775177
0.13272272050380707,0.1545114517211914,0.1723535805940628,0.193349227309227,0.22667036950588226,0.18894024193286896,0.18739883601665497
0.14677397906780243,0.22059693932533264,0.3542238175868988,0.3579796552658081,0.47491398453712463,0.21027182042598724,0.3290889263153076
0.36076080799102783,0.4369451105594635,0.5598852634429932,0.5231618881225586,0.5245647430419922,0.4589066207408905,0.5560441017150879
-0.024943852797150612,-0.024424485862255096,0.0660991370677948,-0.04661823436617851,0.03556731715798378,-0.016643615439534187,0.09176956117153168
0.3897492289543152,0.3894481956958771,0.47322019934654236,0.4906308948993683,0.5193207859992981,0.39156559109687805,0.450110524892807
0.08751582354307175,0.05026315525174141,0.04460575059056282,0.1048845574259758,0.27136579155921936,0.02483469434082508,0.034716758877038956
0.0033678007312119007,-0.005607732571661472,0.10487905889749527,0.16425685584545135,0.23466156423091888,0.0037132410798221827,0.09102853387594223
0.2571975290775299,0.23905321955680847,0.3955937623977661,0.3677963316440582,0.5424942970275879,0.2626919150352478,0.3977838158607483
0.24572505056858063,0.36360952258110046,0.3781450092792511,0.3789235055446625,0.5057066082954407,0.3719930052757263,0.39617419242858887
0.11866123974323273,0.12403159588575363,0.08734095841646194,0.1271129995584488,0.14035992324352264,0.12795275449752808,0.06672929227352142
0.4620690643787384,0.4573051631450653,0.4253154695034027,0.5112359523773193,0.599506139755249,0.4743393361568451,0.4677567183971405
0.1553291231393814,0.16591280698776245,0.18068154156208038,0.32668760418891907,0.4048205614089966,0.1711708903312683,0.1859849989414215
0.6797391772270203,0.7042295336723328,0.711784839630127,0.7186457514762878,0.6254842281341553,0.7303101420402527,0.7200354337692261
0.05519656091928482,0.11401443183422089,0.25605782866477966,0.1857716590166092,0.36395835876464844,0.13382624089717865,0.29847270250320435
0.09650833904743195,0.14832647144794464,0.15706947445869446,0.10693270713090897,0.20934845507144928,0.11636944115161896,0.1292145699262619
0.06294982135295868,0.08827779442071915,0.1074943095445633,0.1834193468093872,0.19672255218029022,0.052688103169202805,0.08005914837121964
0.8227933645248413,0.8096470236778259,0.8597263693809509,0.8479430675506592,0.8861262202262878,0.795297384262085,0.8591012358665466
0.014157206751406193,-0.06560882925987244,0.06266145408153534,0.09422506392002106,0.21288244426250458,-0.09008406847715378,0.07093678414821625
0.830389678478241,0.8231890201568604,0.8785328269004822,0.8346444368362427,0.8493304252624512,0.8396808505058289,0.8693848252296448
0.11208488047122955,0.06606266647577286,0.1168823093175888,0.35239166021347046,0.4122605621814728,0.08084431290626526,0.13725194334983826
0.1054089143872261,0.11999571323394775,0.10925965756177902,0.43889275193214417,0.3306874632835388,0.16513976454734802,0.12980252504348755
0.2706807851791382,0.20925815403461456,0.3779967129230499,0.275756299495697,0.4923188090324402,0.22232168912887573,0.43606626987457275
0.5548728704452515,0.6042006611824036,0.5931776762008667,0.5484808087348938,0.6518020629882812,0.6249200105667114,0.6287291646003723
0.04435348138213158,0.049391426146030426,0.19050440192222595,0.2031088024377823,0.26768767833709717,0.07399273663759232,0.1961251199245453
0.23843665421009064,0.3317413628101349,0.44638165831565857,0.4389841556549072,0.5784540772438049,0.34968188405036926,0.449422687292099
0.055264610797166824,0.05187547206878662,0.10702668130397797,0.05302562192082405,0.1854061335325241,0.04506414756178856,0.12161988765001297
0.10251672565937042,0.11126747727394104,0.17327895760536194,0.15768882632255554,0.1880054920911789,0.10139086842536926,0.16271580755710602
0.8903179168701172,0.8821214437484741,0.8591552972793579,0.852338433265686,0.8364384770393372,0.87319016456604,0.8583388924598694
0.19372226297855377,0.18892039358615875,0.2749454081058502,0.3876388669013977,0.4186318814754486,0.2041199952363968,0.28106066584587097
0.5579050183296204,0.5348802804946899,0.5908046364784241,0.5286171436309814,0.5986223816871643,0.5327311158180237,0.5773898959159851
0.07789275795221329,0.07037189602851868,0.1813552975654602,0.23686625063419342,0.28014200925827026,0.11647816747426987,0.17456752061843872
0.02204502373933792,0.06461982429027557,0.3266371190547943,0.24426427483558655,0.4291169047355652,0.08252470195293427,0.3329167068004608
0.8687269687652588,0.8170542120933533,0.7843149900436401,0.8652611970901489,0.7618064880371094,0.7917148470878601,0.7868490815162659
0.7977524995803833,0.8045660257339478,0.8161693215370178,0.7952596545219421,0.8266512155532837,0.8221719264984131,0.8055915236473083
0.41628625988960266,0.49772655963897705,0.4126380681991577,0.44442644715309143,0.5032727718353271,0.4821799099445343,0.42176884412765503
0.5708730220794678,0.5877211093902588,0.5856861472129822,0.4883648753166199,0.4230645000934601,0.4927167296409607,0.5066874623298645
0.19902005791664124,0.25874826312065125,0.29899320006370544,0.21971119940280914,0.23841030895709991,0.1892850697040558,0.22220298647880554
0.752038300037384,0.8540194034576416,0.9214695692062378,0.7486212253570557,0.8887978196144104,0.8610846996307373,0.9170965552330017
0.34030506014823914,0.382718563079834,0.2726312577724457,0.3837812840938568,0.3053179681301117,0.3752939999103546,0.288644403219223
0.7416761517524719,0.7533777952194214,0.7371042370796204,0.7665126919746399,0.7600765824317932,0.7381690144538879,0.7353265881538391
0.6528170108795166,0.706328272819519,0.7487542629241943,0.7136518955230713,0.711589515209198,0.6734405755996704,0.7272709608078003
0.21136435866355896,0.1435631364583969,0.20164069533348083,0.15904174745082855,0.2648010551929474,0.13512356579303741,0.20194324851036072
0.6093475818634033,0.6235111355781555,0.7665010690689087,0.6345929503440857,0.8330894708633423,0.6291497349739075,0.7493680715560913
0.3849700093269348,0.35194918513298035,0.5468047857284546,0.4027197062969208,0.6007236838340759,0.39710986614227295,0.5610530972480774
0.2829321324825287,0.2781732380390167,0.3258792757987976,0.37931498885154724,0.5032079219818115,0.28425487875938416,0.3583510220050812
0.038488566875457764,0.09318483620882034,0.07961048185825348,0.2713114023208618,0.30352887511253357,0.12918151915073395,0.09266652166843414
0.21605807542800903,0.17954975366592407,0.1991303712129593,0.20661908388137817,0.24532495439052582,0.1780410259962082,0.18016041815280914
0.5759416222572327,0.5008107423782349,0.5325979590415955,0.5497837066650391,0.5397557020187378,0.4881928265094757,0.5247406959533691
0.4173966646194458,0.3982621431350708,0.40513718128204346,0.5699469447135925,0.5261882543563843,0.4169856905937195,0.41583389043807983
0.24431130290031433,0.2233874797821045,0.311566025018692,0.32644256949424744,0.47409549355506897,0.24138261377811432,0.36006444692611694
0.31308403611183167,0.33201542496681213,0.5462589859962463,0.324221134185791,0.6579508781433105,0.3474150598049164,0.5692590475082397
0.5178069472312927,0.45031777024269104,0.47864022850990295,0.5424458980560303,0.6027820110321045,0.45487353205680847,0.5000879168510437
0.9041600227355957,0.9133718013763428,0.9104233980178833,0.9101835489273071,0.9082010984420776,0.8958456516265869,0.9084526300430298
0.12253308296203613,0.3624712824821472,0.34605729579925537,0.26274746656417847,0.34477466344833374,0.39223983883857727,0.3760054111480713
0.20931026339530945,0.23252880573272705,0.4156496226787567,0.2820541560649872,0.43090012669563293,0.21923403441905975,0.38336870074272156
0.07049538195133209,0.12208092957735062,0.15646913647651672,0.08746619522571564,0.12102937698364258,0.09804268181324005,0.1424156129360199
0.5891519784927368,0.5173012614250183,0.6378731727600098,0.5550392866134644,0.7370908260345459,0.5270923972129822,0.6471433639526367
0.13244770467281342,0.14714215695858002,0.13641665875911713,0.2899475693702698,0.34003889560699463,0.18279670178890228,0.15983496606349945
0.7028314471244812,0.6786304116249084,0.650208055973053,0.7092251777648926,0.7287952303886414,0.6979778409004211,0.6725596189498901
0.7007395625114441,0.7620576620101929,0.7756686210632324,0.7517479062080383,0.780084490776062,0.7571230530738831,0.732665479183197
0.8010458946228027,0.7031877636909485,0.866047739982605,0.7436489462852478,0.8487052321434021,0.7253516316413879,0.8654492497444153
0.5200763940811157,0.5169597268104553,0.6042707562446594,0.6206570267677307,0.7992910146713257,0.5237836837768555,0.6053462028503418
0.15491032600402832,0.2958182394504547,0.3982708752155304,0.4253480136394501,0.4835263192653656,0.3167157769203186,0.40360236167907715
0.7763549089431763,0.828631579875946,0.8327975869178772,0.7813912630081177,0.7843044400215149,0.841606080532074,0.8472155928611755
0.07518262416124344,0.084536612033844,0.1785113364458084,0.056673865765333176,0.1880616843700409,0.06213422119617462,0.20365862548351288
0.29737797379493713,0.35341933369636536,0.5226550102233887,0.5150425434112549,0.6764875650405884,0.35318705439567566,0.5652548670768738
0.3214542269706726,0.31592288613319397,0.35759544372558594,0.3278995752334595,0.3869665265083313,0.3235269784927368,0.3442021906375885
0.2869485914707184,0.28585323691368103,0.44054216146469116,0.38018032908439636,0.4473210573196411,0.316294401884079,0.41128674149513245
0.3157471716403961,0.29184266924858093,0.30301204323768616,0.3437640070915222,0.3884603679180145,0.3082728087902069,0.33119145035743713
0.31194213032722473,0.34336358308792114,0.393770694732666,0.5029783248901367,0.5338881611824036,0.34645479917526245,0.38857802748680115
0.7960455417633057,0.7068718075752258,0.7764727473258972,0.7642800807952881,0.7500314116477966,0.7311421036720276,0.7745089530944824
0.09992194175720215,0.116318479180336,0.2298988401889801,0.31262633204460144,0.3994123041629791,0.12329785525798798,0.24017129838466644
0.2520591914653778,0.24287255108356476,0.18118412792682648,0.32767584919929504,0.30381345748901367,0.2561756670475006,0.19976788759231567
0.5858549475669861,0.5971015691757202,0.6987539529800415,0.5507344603538513,0.7252751588821411,0.5807866454124451,0.6960011124610901
0.2630295753479004,0.27113407850265503,0.30103445053100586,0.3102995455265045,0.38910800218582153,0.2756105065345764,0.30643635988235474
0.10718589276075363,0.054927580058574677,0.2351212203502655,0.19563902914524078,0.34610211849212646,0.07218518853187561,0.24118728935718536
0.5088290572166443,0.43594664335250854,0.4829367697238922,0.5347621440887451,0.5823310017585754,0.42745620012283325,0.497059166431427
0.6221708655357361,0.6277918219566345,0.6285520195960999,0.675745964050293,0.6207617521286011,0.6127245426177979,0.601115345954895
0.44790491461753845,0.446878582239151,0.5036976337432861,0.5875546932220459,0.6921744346618652,0.4445628225803375,0.46954232454299927
0.23352639377117157,0.2651260793209076,0.16773170232772827,0.3349769413471222,0.3746035695075989,0.2346433699131012,0.14336572587490082
0.33293473720550537,0.36175259947776794,0.4092482626438141,0.3955700099468231,0.6055259108543396,0.3361212909221649,0.4158162772655487
0.360544353723526,0.4297625422477722,0.40614327788352966,0.46185317635536194,0.5714837312698364,0.4333591163158417,0.425264835357666
0.24092864990234375,0.264114648103714,0.3018663823604584,0.2688803970813751,0.4465895891189575,0.24460241198539734,0.2919147312641144
-0.03546087443828583,-0.01981937699019909,0.1004999428987503,0.11010730266571045,0.20784077048301697,-0.01083004754036665,0.13964961469173431
0.37281060218811035,0.3642137944698334,0.43090227246284485,0.5045674443244934,0.4850904643535614,0.38776418566703796,0.4951246976852417
0.2507723271846771,0.335023432970047,0.4474567174911499,0.43106597661972046,0.48243650794029236,0.3572564125061035,0.4508362114429474
0.037909433245658875,0.042919620871543884,0.03695473447442055,0.11321284621953964,0.20739808678627014,0.029736841097474098,0.0527280755341053
0.32621124386787415,0.4053214490413666,0.42825889587402344,0.4059886634349823,0.4431534707546234,0.40033167600631714,0.43050068616867065
