doc2vec0,doc2vec1,doc2vec2,doc2vec3,doc2vec4,doc2vec5,doc2vec6
0.4119383990764618,0.2604702115058899,0.19759343564510345,0.2364407330751419,0.07780962437391281,0.270812451839447,0.3099521994590759
0.5224305391311646,0.37630102038383484,0.37806153297424316,0.3727351427078247,0.08701172471046448,0.43681713938713074,0.4410504698753357
0.6625891327857971,0.7010572552680969,0.7486284375190735,0.6697888374328613,0.7302811741828918,0.6418052315711975,0.717633068561554
0.796946108341217,0.7398596405982971,0.7312049865722656,0.726928174495697,0.7881972193717957,0.7026539444923401,0.75245600938797
0.8410658240318298,0.8600369095802307,0.8062286972999573,0.8373988270759583,0.8318209052085876,0.8429279327392578,0.8393866419792175
0.7668493986129761,0.8406095504760742,0.8634262681007385,0.8052020072937012,0.8402964472770691,0.757499098777771,0.8244999051094055
0.41961467266082764,0.5469521880149841,0.5012874007225037,0.44676095247268677,0.5839991569519043,0.553043007850647,0.538667619228363
0.059400685131549835,0.18034251034259796,0.3018175959587097,0.07691352069377899,0.3033386170864105,0.15392176806926727,0.3165801465511322
0.666942834854126,0.5819734334945679,0.4407608211040497,0.6766330003738403,0.413190096616745,0.45655888319015503,0.47141388058662415
0.5737615823745728,0.5400857925415039,0.5407094955444336,0.6555522680282593,0.5316253900527954,0.5806817412376404,0.6436223387718201
0.5473586916923523,0.5998001098632812,0.4416828155517578,0.36852654814720154,0.4392310082912445,0.5398855805397034,0.4279009997844696
0.2625669240951538,0.30508604645729065,0.4052799642086029,0.23870475590229034,0.2314743995666504,0.1905190795660019,0.28531837463378906
0.4755353331565857,0.34077581763267517,0.21503320336341858,0.272493451833725,0.254354864358902,0.22691354155540466,0.2629612982273102
0.7057972550392151,0.5899224877357483,0.6697630286216736,0.6045598387718201,0.6705629825592041,0.5217450857162476,0.6418187022209167
0.15333087742328644,0.24556568264961243,0.3953143060207367,0.2165583074092865,0.21642127633094788,0.3059651553630829,0.25246548652648926
0.2145540863275528,0.3276069462299347,0.39761412143707275,0.17611163854599,0.39786604046821594,0.1624787598848343,0.37810754776000977
0.7167102098464966,0.5866087675094604,0.6015515923500061,0.5347808599472046,0.6400763392448425,0.6721554398536682,0.5598610639572144
0.38179847598075867,0.34903600811958313,0.5460330843925476,0.32258158922195435,0.38588303327560425,0.40515419840812683,0.3504672348499298
0.6292294859886169,0.7772101163864136,0.8596851229667664,0.8585598468780518,0.8825387358665466,0.8278397917747498,0.8250793814659119
0.17196592688560486,0.12920638918876648,0.38534724712371826,0.22182656824588776,0.25294366478919983,0.12221036106348038,0.3431752920150757
0.3758710026741028,0.48193860054016113,0.33816736936569214,0.32927095890045166,0.15319456160068512,0.2873435318470001,0.1920156478881836
0.3911660313606262,0.49754074215888977,0.5340168476104736,0.3157617747783661,0.3718569278717041,0.5045220851898193,0.45145079493522644
0.9206976890563965,0.8842720985412598,0.8666597008705139,0.874122142791748,0.8381233215332031,0.8906300663948059,0.8908859491348267
0.20941422879695892,0.16106224060058594,0.38123050332069397,0.17588774859905243,0.3803885281085968,0.16781429946422577,0.33968791365623474
0.8659377098083496,0.9013660550117493,0.8062080144882202,0.8552907705307007,0.865766704082489,0.8823819756507874,0.8521453142166138
0.2691361606121063,0.3071683943271637,0.3539305031299591,0.2551269829273224,0.3816615343093872,0.2710877060890198,0.2529327869415283
0.12597613036632538,0.1859389692544937,0.22349826991558075,0.24821949005126953,0.16343262791633606,0.10217472910881042,0.2169034332036972
0.32886025309562683,0.28763294219970703,0.24755948781967163,0.49941009283065796,0.4096966087818146,0.44091951847076416,0.4202903211116791
0.48197031021118164,0.7170878052711487,0.6514317989349365,0.7157903909683228,0.6400149464607239,0.71552574634552,0.6544041633605957
0.2527429461479187,0.15141507983207703,0.32525891065597534,0.21580925583839417,0.3481745421886444,0.3076333999633789,0.32780739665031433
0.7119467854499817,0.6819773316383362,0.5939028859138489,0.7055323719978333,0.7042749524116516,0.7285236716270447,0.6707520484924316
