word2vec0,word2vec1,word2vec2,word2vec3,word2vec4,word2vec5,word2vec6
0.7440531253814697,0.7750982642173767,0.6354922652244568,0.8219432830810547,0.670341968536377,0.784521222114563,0.6601085066795349
0.8189082741737366,0.8440567255020142,0.74016273021698,0.8859685063362122,0.7539417147636414,0.8538060188293457,0.7552201151847839
0.8578087091445923,0.8991565704345703,0.8549796342849731,0.9301091432571411,0.8983655571937561,0.9044691920280457,0.8435109257698059
0.9305539727210999,0.9278867840766907,0.8843367099761963,0.935272216796875,0.9029449820518494,0.9249327182769775,0.881873607635498
0.9639395475387573,0.9614142775535583,0.9338239431381226,0.968437671661377,0.9436926245689392,0.9643450379371643,0.9404626488685608
0.9291449785232544,0.9462428092956543,0.9194744825363159,0.9510296583175659,0.9294259548187256,0.9450107216835022,0.9195235967636108
0.6869765520095825,0.7018241882324219,0.5665728449821472,0.7911698222160339,0.6774623990058899,0.7200881242752075,0.5951215028762817
0.8425673246383667,0.8727236390113831,0.7377084493637085,0.9085919857025146,0.7981027960777283,0.871635377407074,0.7384698987007141
0.8737146854400635,0.8772324919700623,0.7675508856773376,0.8770931959152222,0.7417982816696167,0.8772668838500977,0.770889937877655
0.453743040561676,0.4817388951778412,0.3377833068370819,0.5109844207763672,0.3443104028701782,0.49938341975212097,0.35376212000846863
0.8827834725379944,0.8880863785743713,0.8084070682525635,0.8877848386764526,0.7977661490440369,0.8929337859153748,0.8157939314842224
0.4974251985549927,0.5645931363105774,0.4069662094116211,0.5640321969985962,0.4315040707588196,0.5694811344146729,0.41507819294929504
0.8716618418693542,0.8870965838432312,0.7924705147743225,0.9123638272285461,0.8254340887069702,0.8921998143196106,0.8010826110839844
0.8334158658981323,0.8758205771446228,0.8045477867126465,0.9059659838676453,0.8423949480056763,0.8835421204566956,0.8247112035751343
0.7215030789375305,0.7732405662536621,0.656199038028717,0.8390451669692993,0.733475923538208,0.7743118405342102,0.6625407338142395
0.6236664652824402,0.6679930090904236,0.5248351693153381,0.7337374687194824,0.5755826830863953,0.6755518317222595,0.542418897151947
0.8964414596557617,0.9034123420715332,0.811796247959137,0.8993344902992249,0.7778089642524719,0.9069901704788208,0.8178719282150269
0.7487185001373291,0.7831137776374817,0.6124194860458374,0.808317244052887,0.6436372399330139,0.771685004234314,0.6075412631034851
0.9055954813957214,0.9357001185417175,0.8898865580558777,0.9176477789878845,0.8669481873512268,0.9359162449836731,0.8914117813110352
0.7445248365402222,0.7731706500053406,0.6107604503631592,0.8412242531776428,0.7226280570030212,0.7819237112998962,0.6270644068717957
0.7238438129425049,0.7723792791366577,0.6668526530265808,0.7557230591773987,0.6526409983634949,0.7690918445587158,0.6785917282104492
0.34763744473457336,0.39174941182136536,0.3370378911495209,0.46486660838127136,0.4309885501861572,0.4195965826511383,0.39981842041015625
0.9641770720481873,0.9652267694473267,0.9406063556671143,0.9708033204078674,0.9412181377410889,0.9680717587471008,0.9452574849128723
0.9094198346138,0.9125397801399231,0.7959252595901489,0.9185124635696411,0.7933339476585388,0.9083232879638672,0.7902073264122009
0.9768883585929871,0.9740764498710632,0.9481166005134583,0.9693377017974854,0.9386811852455139,0.9733287692070007,0.9519350528717041
0.7223799228668213,0.7744612693786621,0.643226146697998,0.8088558316230774,0.7000893354415894,0.7681142091751099,0.645226001739502
0.7111820578575134,0.7437319755554199,0.5940757989883423,0.8083035349845886,0.6615456342697144,0.7676150798797607,0.6354739665985107
0.5788262486457825,0.600077748298645,0.38392356038093567,0.688941478729248,0.5378417372703552,0.6492182612419128,0.4550822079181671
